State,Year,wnhm,bnhm,ainhm,asnhm,pinhm,whm,bhm,aihm,ashm,pihm,wnhf,bnhf,ainhf,asnhf,pinhf,whf,bhf,aihf,ashf,pihf
Florida,2006,"5,515,656","1,341,416","58,160","219,464","13,643","1,731,358","92,687","24,116","12,291","5,185","5,761,686","1,445,803","58,815","246,686","13,544","1,679,588","90,762","20,303","12,200","4,603"
Georgia,2006,"2,760,841","1,311,642","28,777","140,531","5,639","362,320","22,161","7,930","3,860","2,374","2,842,769","1,477,109","29,579","144,571","5,593","273,428","20,861","5,612","3,370","1,475"
Hawaii,2006,"249,202","24,634","10,117","314,032","127,363","41,674","2,692","3,340","17,434","13,933","217,672","18,142","9,569","342,491","124,748","35,961","2,437","3,228","17,807","13,967"
Idaho,2006,"636,765","7,113","13,983","10,694","1,754","71,912","1,659","2,509",767,294,"639,289","5,966","14,340","12,216","1,745","62,589","1,662","2,456",648,284
Illinois,2006,"4,143,899","905,651","28,139","278,286","5,240","921,329","27,060","14,882","6,612","2,747","4,323,401","1,023,402","29,924","287,721","5,430","822,292","27,455","13,062","6,645","2,586"
Indiana,2006,"2,619,081","281,639","19,446","48,087","2,208","156,084","7,029","3,356","1,740",887,"2,719,711","304,832","19,409","48,855","2,213","131,920","6,692","2,996","1,437",632
Iowa,2006,"1,333,308","43,933","9,380","25,344","1,258","59,104","2,270","1,744",589,214,"1,386,091","41,294","9,600","26,559","1,246","50,347","2,093","1,579",556,175
Kansas,2006,"1,117,558","89,112","21,904","33,283","1,669","118,180","4,495","3,713","1,064",430,"1,156,764","87,600","22,675","34,051","1,572","103,314","4,376","3,131",960,383
Kentucky,2006,"1,831,683","166,001","12,514","24,036","1,804","48,835","3,450","1,261",783,388,"1,919,951","172,659","13,122","25,023","1,706","37,904","3,029","1,025",680,275
Louisiana,2006,"1,323,767","632,678","20,525","33,602","1,629","61,896","6,172","1,785",957,368,"1,376,023","703,884","20,846","34,272","1,666","55,626","6,451","1,695",911,305
Maine,2006,"617,910","8,921","6,663","6,881",406,"7,205",530,251,149,49,"648,781","7,068","7,086","8,311",467,"7,183",499,295,130,61
Maryland,2006,"1,633,846","773,495","17,775","144,005","3,261","162,447","19,563","4,323","2,807","1,039","1,712,980","883,628","19,691","154,931","3,581","144,062","19,122","3,872","2,703",884
Massachusetts,2006,"2,528,198","200,796","16,314","160,913","3,915","222,531","40,443","4,864","2,349","1,608","2,708,888","211,675","17,400","168,396","3,996","218,409","41,789","4,614","2,523","1,715"
Michigan,2006,"3,930,505","702,789","56,697","131,132","3,685","192,884","12,389","6,575","2,532","1,063","4,034,933","779,939","59,243","130,068","3,820","172,636","12,628","6,230","2,339",918
Minnesota,2006,"2,214,546","130,119","39,859","99,300","3,781","97,838","6,368","4,887","1,683",597,"2,267,925","120,470","41,462","101,205","3,211","83,072","5,875","4,509","1,472",439
Mississippi,2006,"848,786","505,583","10,844","13,830","1,151","30,803","3,357",955,492,262,"883,578","568,519","11,613","15,025","1,123","22,204","3,289",722,514,170
Missouri,2006,"2,398,436","327,107","30,444","47,327","3,974","85,447","4,869","2,972","1,137",501,"2,504,252","368,672","31,122","51,161","3,888","76,424","4,996","2,718","1,105",467
Montana,2006,"424,456","4,055","34,210","3,995",637,"12,072",491,"1,427",170,60,"424,338","3,204","34,492","4,975",636,"11,385",476,"1,467",192,63
Nebraska,2006,"742,053","41,708","10,710","15,798","1,021","66,459","2,305","2,373",573,303,"767,574","41,670","11,166","16,814",958,"56,505","2,058","2,195",592,250
Nevada,2006,"765,460","98,972","20,426","80,057","10,369","306,433","10,106","7,603","4,086","1,917","744,061","99,224","21,191","93,495","10,316","268,679","10,071","6,866","4,338","1,876"
New Hampshire,2006,"608,572","9,643","4,263","13,759",428,"15,204","1,198",388,195,64,"629,332","8,355","4,149","13,930",457,"14,284","1,134",366,174,62
New Jersey,2006,"2,670,465","558,641","18,345","326,817","4,428","612,447","64,184","11,208","5,899","2,795","2,825,371","621,906","19,136","332,521","4,427","586,289","63,873","10,082","6,111","2,331"
New Mexico,2006,"413,605","25,164","88,376","14,139","1,336","410,299","7,981","13,112","2,590",973,"430,278","21,908","94,286","16,493","1,335","410,845","8,642","13,020","2,638",992
New York,2006,"5,814,477","1,387,639","60,222","675,860","11,513","1,285,532","246,288","31,750","14,845","7,013","6,144,762","1,607,848","65,847","694,956","12,449","1,286,759","272,414","30,979","15,425","7,167"
North Carolina,2006,"2,986,734","906,132","66,466","91,768","4,830","306,671","19,009","7,332","3,044","1,496","3,125,442","1,025,910","70,526","96,169","4,674","233,512","16,724","5,518","2,628","1,198"
North Dakota,2006,"290,267","4,571","18,539","3,203",305,"5,796",293,545,105,20,"288,982","3,326","19,139","3,186",295,"4,989",266,542,92,13
Ohio,2006,"4,705,976","679,232","35,843","96,756","3,694","134,924","13,325","4,019","1,729",959,"4,936,961","749,772","37,881","100,753","3,672","122,648","13,940","3,807","1,854",732
Oklahoma,2006,"1,322,594","146,882","188,443","33,074","3,082","124,598","5,445","9,882","1,445",740,"1,378,562","150,248","197,176","34,673","2,659","108,047","5,357","8,956","1,292",583
Oregon,2006,"1,498,951","42,593","39,058","73,275","8,942","189,501","5,270","9,821","2,445","1,217","1,555,435","38,677","40,962","82,174","8,909","161,291","4,771","7,599","2,211","1,060"
Pennsylvania,2006,"5,012,489","636,991","24,599","155,419","4,397","247,726","34,565","5,591","3,308","1,628","5,309,994","703,375","26,366","159,892","4,363","229,932","35,678","5,798","3,135","1,512"
Rhode Island,2006,"410,758","30,118","4,588","15,385",722,"50,222","7,908","1,301",537,516,"444,015","29,962","4,939","16,344",769,"49,522","7,941","1,348",616,469
South Carolina,2006,"1,405,563","588,909","15,084","29,219","2,085","82,309","7,960","1,994","1,401",761,"1,463,437","665,672","15,457","31,989","2,065","61,099","7,763","1,525","1,143",593
South Dakota,2006,"342,836","5,838","34,797","3,991",371,"8,890",375,"1,535",91,75,"346,807","4,223","35,888","4,239",337,"7,480",392,"1,491",102,44
Tennessee,2006,"2,323,941","486,974","21,042","44,490","2,410","107,965","8,590","2,470","1,442",812,"2,442,221","549,785","21,420","47,358","2,713","82,740","7,964","2,076","1,392",563
Texas,2006,"5,689,791","1,334,317","86,158","412,020","14,629","4,100,086","73,555","56,286","21,539","8,605","5,863,319","1,437,331","89,211","421,660","14,710","3,900,049","75,140","52,279","21,181","7,948"
Utah,2006,"1,084,404","17,979","19,855","29,916","13,336","144,692","3,585","4,368","1,410",866,"1,088,806","15,041","20,422","33,209","12,711","127,295","3,430","3,721","1,359",781
Vermont,2006,"293,805","3,447","3,063","3,881",157,"3,742",208,138,47,24,"303,835","2,989","3,167","4,501",179,"3,788",202,138,68,32
Virginia,2006,"2,592,329","737,565","25,675","193,433","5,468","238,101","18,892","5,008","3,898","1,412","2,679,035","805,332","26,858","207,600","5,711","207,598","18,760","4,536","3,925","1,283"
Washington,2006,"2,484,594","140,155","75,247","228,587","23,570","289,857","11,873","13,174","6,882","2,758","2,530,453","125,659","77,280","256,991","23,254","254,540","11,447","12,265","6,972","2,784"
West Virginia,2006,"834,937","35,059","5,414","7,052",454,"9,026",512,197,106,85,"875,272","33,810","5,589","7,298",478,"8,838",490,175,97,63
Wisconsin,2006,"2,381,890","171,999","34,592","62,845","2,463","131,922","6,270","4,514","1,167",441,"2,432,074","180,944","35,202","63,597","2,487","113,775","6,457","4,382","1,119",364
Wyoming,2006,"229,728","3,618","7,791","2,394",361,"18,168",528,954,177,48,"224,697","2,911","7,462","2,827",355,"16,698",564,937,166,47
Alabama,2007,"1,574,273","571,563","22,625","26,183","1,685","66,822","4,594","1,439",807,558,"1,646,750","656,139","23,642","28,435","1,802","54,159","4,768","1,223",794,398
Alaska,2007,"250,022","16,745","60,642","18,684","3,307","18,255","1,351","2,373",759,254,"225,026","14,698","59,865","20,452","3,111","15,967","1,389","2,294",639,279
Arizona,2007,"1,877,293","131,471","145,397","85,572","8,215","935,924","22,758","29,218","8,455","3,403","1,930,201","123,011","153,974","94,964","7,895","860,303","23,354","28,213","8,659","3,185"
Arkansas,2007,"1,073,045","213,848","20,629","17,421","2,105","78,784","3,549","2,194",745,443,"1,117,435","238,317","21,555","19,568","2,094","66,320","3,356","1,948",692,324
California,2007,"7,994,609","1,188,708","191,231","2,307,303","107,963","6,401,798","132,733","165,309","92,138","27,498","8,135,677","1,229,669","203,050","2,483,469","109,834","6,038,407","136,989","156,665","95,714","27,515"
Colorado,2007,"1,757,800","110,836","32,050","71,155","5,436","472,778","12,807","16,695","4,396","1,757","1,771,786","102,464","32,158","79,593","5,300","429,485","13,408","16,073","4,708","1,791"
Connecticut,2007,"1,274,282","165,659","10,610","64,325","1,971","184,310","19,704","3,471","1,422",876,"1,351,170","180,860","10,736","65,131","1,964","179,184","20,245","3,358","1,494",855
Delaware,2007,"291,754","85,944","2,742","13,696",374,"27,925","2,547",648,227,99,"309,958","96,886","3,072","13,878",411,"24,172","2,611",596,211,87
District of Columbia,2007,"96,913","146,937","1,847","9,036",376,"20,754","4,326",527,370,138,"97,599","179,809","2,189","11,125",413,"18,764","4,323",508,313,94
Florida,2007,"5,514,078","1,363,787","59,019","227,931","14,070","1,800,498","98,706","25,654","13,304","5,533","5,755,101","1,466,700","59,510","256,204","13,953","1,738,503","96,375","21,484","13,060","4,965"
Georgia,2007,"2,789,468","1,347,355","29,740","147,692","5,763","386,347","23,195","8,466","4,168","2,530","2,877,336","1,521,273","30,629","152,016","5,905","296,786","21,913","6,083","3,647","1,572"
Hawaii,2007,"248,201","24,250","10,199","313,412","127,651","42,665","2,740","3,293","17,227","13,794","218,404","18,266","9,648","342,899","125,097","37,136","2,499","3,215","17,482","13,793"
Idaho,2007,"648,988","7,693","14,465","11,272","1,861","76,034","1,888","2,774",805,309,"650,662","6,469","14,709","12,947","1,880","66,547","1,914","2,700",701,289
Illinois,2007,"4,145,260","907,001","28,547","286,699","5,420","943,469","28,158","15,315","6,910","2,822","4,320,863","1,025,168","30,383","296,279","5,603","843,864","28,552","13,385","6,949","2,652"
Indiana,2007,"2,628,595","286,286","19,728","50,006","2,292","163,886","7,411","3,529","1,856",943,"2,726,937","309,687","19,715","50,849","2,281","139,263","7,058","3,155","1,514",661
Iowa,2007,"1,336,435","45,681","9,577","26,054","1,322","61,962","2,444","1,893",670,226,"1,387,004","43,072","9,864","27,373","1,298","52,818","2,236","1,713",608,188
Kansas,2007,"1,120,665","90,089","21,948","34,182","1,698","122,277","4,781","3,910","1,150",458,"1,160,878","89,090","22,768","35,045","1,656","107,588","4,679","3,291","1,029",420
Kentucky,2007,"1,844,892","169,505","12,877","24,950","1,905","52,414","3,780","1,373",857,435,"1,929,510","175,298","13,391","25,924","1,817","40,803","3,258","1,089",748,299
Louisiana,2007,"1,354,760","660,815","21,419","35,277","1,735","68,225","6,619","1,961","1,062",390,"1,405,813","735,968","21,690","36,140","1,795","60,696","6,865","1,844","1,013",327
Maine,2007,"617,872","9,401","6,722","7,024",416,"7,669",542,255,152,50,"649,234","7,528","7,151","8,429",473,"7,609",512,323,138,61
Maryland,2007,"1,625,349","780,370","17,935","148,161","3,345","172,314","21,562","4,592","3,131","1,153","1,701,974","890,046","19,805","159,034","3,656","151,923","20,812","4,079","2,975",966
Massachusetts,2007,"2,530,888","204,585","16,459","164,881","4,009","230,785","41,688","5,058","2,459","1,625","2,707,909","214,885","17,526","173,192","4,107","225,557","42,912","4,772","2,620","1,780"
Michigan,2007,"3,913,086","699,368","56,471","133,041","3,753","196,221","12,533","6,673","2,646","1,104","4,017,170","777,246","58,967","132,501","3,864","176,326","12,815","6,293","2,441",963
Minnesota,2007,"2,224,377","135,038","40,414","102,748","3,907","101,256","7,165","5,385","1,891",659,"2,276,772","124,878","41,963","104,532","3,336","86,393","6,675","4,915","1,665",486
Mississippi,2007,"852,209","512,136","11,187","14,480","1,217","33,385","3,444","1,048",528,303,"886,656","574,388","11,914","15,728","1,175","24,498","3,371",773,536,188
Missouri,2007,"2,414,629","330,197","30,909","49,035","4,165","90,540","5,157","3,184","1,204",533,"2,518,084","371,450","31,579","53,009","4,005","80,788","5,264","2,839","1,158",500
Montana,2007,"428,961","4,324","34,608","4,136",642,"12,694",538,"1,445",178,58,"428,129","3,481","34,914","5,138",673,"11,979",515,"1,512",211,67
Nebraska,2007,"742,825","42,327","10,901","16,179","1,053","68,977","2,487","2,673",657,327,"768,534","42,453","11,359","17,282","1,007","58,834","2,246","2,424",673,254
Nevada,2007,"773,163","103,160","21,027","85,378","10,820","325,950","11,129","8,085","4,430","2,073","751,324","103,770","21,903","99,510","10,876","286,321","11,091","7,322","4,674","2,025"
New Hampshire,2007,"609,511","10,116","4,309","14,151",435,"16,002","1,233",453,217,69,"630,618","8,751","4,180","14,419",470,"15,033","1,182",403,187,67
New Jersey,2007,"2,654,542","559,614","18,539","336,648","4,546","627,218","65,833","11,556","6,146","2,914","2,803,859","622,089","19,237","342,142","4,563","599,489","65,348","10,407","6,369","2,378"
New Mexico,2007,"415,066","25,972","88,919","14,554","1,360","419,550","8,707","13,725","2,750","1,038","431,885","22,916","95,061","17,191","1,361","418,926","9,369","13,548","2,789","1,036"
New York,2007,"5,817,382","1,389,051","60,611","692,328","11,802","1,306,773","249,887","32,147","15,205","7,139","6,137,997","1,603,152","66,206","712,954","12,779","1,304,131","275,322","31,277","15,712","7,234"
North Carolina,2007,"3,031,268","924,090","67,646","97,351","5,046","328,114","19,998","7,828","3,281","1,579","3,181,248","1,049,199","71,911","102,216","5,035","256,339","17,892","6,036","2,894","1,301"
North Dakota,2007,"290,280","4,656","18,722","3,306",310,"6,058",306,656,113,18,"288,753","3,490","19,395","3,307",303,"5,368",291,632,89,11
Ohio,2007,"4,709,112","685,206","35,988","99,473","3,767","140,965","14,150","4,254","1,847","1,036","4,935,084","755,420","38,174","103,503","3,767","128,070","14,701","4,062","1,921",772
Oklahoma,2007,"1,330,263","150,466","189,799","34,136","3,231","131,685","5,943","10,602","1,574",787,"1,383,594","152,633","198,202","35,730","2,710","114,934","5,774","9,502","1,359",607
Oregon,2007,"1,513,028","43,925","39,555","75,685","9,199","198,252","5,706","10,613","2,601","1,254","1,569,632","40,093","41,504","85,451","9,184","170,300","5,201","8,092","2,338","1,136"
Pennsylvania,2007,"5,013,712","645,241","25,037","160,655","4,544","262,457","36,918","6,138","3,565","1,704","5,304,280","710,256","26,798","165,560","4,494","243,200","37,914","6,340","3,404","1,581"
Rhode Island,2007,"406,807","30,328","4,507","15,300",721,"51,807","7,920","1,371",540,526,"439,536","30,362","4,870","16,472",770,"50,867","7,879","1,397",625,472
South Carolina,2007,"1,431,315","596,213","15,549","30,981","2,219","90,080","8,543","2,296","1,586",853,"1,489,453","672,943","15,939","33,897","2,178","67,926","8,365","1,793","1,306",666
South Dakota,2007,"345,793","6,189","35,163","4,099",372,"9,352",415,"1,612",91,81,"349,698","4,571","36,334","4,389",345,"8,024",427,"1,593",106,44
Tennessee,2007,"2,351,152","493,080","21,587","46,541","2,538","117,042","9,503","3,091","1,695",918,"2,464,067","555,922","21,880","49,319","2,817","90,573","8,829","2,549","1,614",616
Texas,2007,"5,740,951","1,355,097","88,799","432,188","15,427","4,243,620","80,720","59,138","23,299","9,208","5,912,056","1,457,638","92,094","442,200","15,521","4,031,060","82,145","54,918","22,886","8,516"
Utah,2007,"1,111,723","19,337","20,646","31,434","14,023","155,306","4,066","4,681","1,542",916,"1,113,594","16,314","21,283","34,805","13,320","137,105","3,922","4,004","1,494",833
Vermont,2007,"293,779","3,623","3,077","3,994",161,"3,933",222,149,46,26,"303,547","3,154","3,138","4,605",184,"3,968",211,151,68,28
Virginia,2007,"2,602,216","745,812","26,040","200,740","5,667","250,233","19,823","5,288","4,120","1,480","2,688,036","813,208","27,250","215,467","5,884","219,275","19,649","4,766","4,215","1,366"
Washington,2007,"2,504,040","143,506","76,197","237,287","24,237","303,005","12,807","14,274","7,278","2,922","2,551,864","128,881","78,295","266,172","23,902","266,442","12,443","13,370","7,368","2,959"
West Virginia,2007,"835,995","35,871","5,426","7,160",467,"9,635",533,207,126,87,"875,410","34,571","5,681","7,500",482,"9,441",512,194,112,64
Wisconsin,2007,"2,388,362","174,549","35,094","64,600","2,542","137,606","6,568","4,769","1,209",464,"2,435,862","183,166","35,790","65,498","2,596","119,276","6,780","4,653","1,160",378
Wyoming,2007,"233,996","3,939","8,019","2,484",389,"19,197",614,"1,022",202,53,"227,976","3,117","7,762","3,012",398,"17,428",631,"1,005",176,54
Alabama,2008,"1,580,985","578,044","22,960","27,337","1,743","71,670","4,857","1,553",859,605,"1,654,459","663,552","23,999","29,807","1,873","58,655","5,004","1,316",858,437
Alaska,2008,"252,112","17,527","60,789","19,118","3,395","19,204","1,430","2,347",770,259,"225,028","14,962","59,966","20,931","3,171","16,601","1,442","2,249",634,284
Arizona,2008,"1,895,763","138,386","147,376","89,979","8,467","973,057","24,642","30,264","9,026","3,603","1,949,500","129,946","156,409","99,598","8,278","893,200","25,239","29,278","9,197","3,360"
Arkansas,2008,"1,077,576","216,548","21,191","18,064","2,211","82,998","3,822","2,344",802,478,"1,122,206","241,423","22,161","20,413","2,204","70,570","3,611","2,053",735,357
California,2008,"7,979,674","1,193,624","192,254","2,355,239","109,623","6,546,864","138,823","169,630","95,273","28,528","8,110,644","1,233,553","204,251","2,535,104","111,564","6,171,326","143,037","160,983","98,710","28,549"
Colorado,2008,"1,784,686","114,439","32,877","73,701","5,623","487,490","13,736","17,193","4,644","1,844","1,796,704","105,313","33,001","82,287","5,500","442,772","14,299","16,545","4,967","1,910"
Connecticut,2008,"1,271,364","167,984","10,674","66,483","2,028","190,886","20,284","3,626","1,480",906,"1,346,675","182,703","10,759","67,328","2,041","185,456","20,793","3,550","1,573",876
Delaware,2008,"293,790","87,924","2,777","14,219",378,"29,283","2,611",686,243,97,"311,617","98,946","3,122","14,416",435,"25,471","2,706",615,223,87
District of Columbia,2008,"99,105","145,659","1,921","9,304",402,"21,563","4,453",551,380,141,"100,130","177,820","2,206","11,566",432,"19,413","4,442",546,320,111
Florida,2008,"5,501,109","1,384,122","59,563","235,243","14,435","1,857,931","103,623","27,023","14,102","5,867","5,743,567","1,486,989","60,261","264,674","14,339","1,789,065","101,034","22,568","13,798","5,216"
Georgia,2008,"2,815,612","1,380,078","30,761","154,218","6,106","406,112","24,579","9,020","4,439","2,689","2,899,170","1,554,150","31,487","158,420","6,204","314,910","23,106","6,556","3,876","1,644"
Hawaii,2008,"252,056","25,515","10,347","313,000","127,777","44,920","2,872","3,316","16,847","13,539","220,162","19,036","9,813","343,348","125,350","38,707","2,604","3,152","16,965","13,396"
Idaho,2008,"658,078","8,183","14,743","11,703","1,944","79,758","2,117","2,930",867,335,"659,900","7,038","15,137","13,418","1,970","70,243","2,162","2,800",764,318
Illinois,2008,"4,147,481","909,757","29,000","293,554","5,597","966,773","29,589","15,969","7,267","2,922","4,316,715","1,027,368","30,838","303,790","5,768","866,445","29,923","13,992","7,345","2,756"
Indiana,2008,"2,637,540","290,463","19,956","51,814","2,325","170,975","7,877","3,708","2,014",994,"2,734,209","314,214","19,942","52,864","2,338","145,895","7,479","3,345","1,626",701
Iowa,2008,"1,339,845","47,526","9,844","26,983","1,378","64,442","2,636","1,985",697,235,"1,388,429","44,861","10,090","28,346","1,352","55,435","2,465","1,795",639,188
Kansas,2008,"1,125,927","92,597","22,150","35,377","1,799","126,815","5,162","4,071","1,234",468,"1,162,408","90,675","22,942","36,117","1,705","111,557","4,992","3,435","1,082",434
Kentucky,2008,"1,852,347","171,189","12,869","25,723","1,950","55,109","4,024","1,452",923,421,"1,942,001","178,354","13,562","26,995","1,877","43,776","3,516","1,162",797,323
Louisiana,2008,"1,367,647","677,316","21,958","36,798","1,809","72,568","6,927","2,054","1,127",404,"1,420,058","756,881","22,341","37,899","1,891","64,585","7,124","1,956","1,068",354
Maine,2008,"617,941","9,925","6,879","7,271",424,"8,092",562,272,157,48,"649,409","7,933","7,229","8,705",490,"8,014",548,336,140,62
Maryland,2008,"1,619,182","786,438","18,029","152,180","3,432","181,255","22,891","4,882","3,312","1,245","1,694,649","895,554","19,899","163,559","3,783","159,942","21,887","4,291","3,153","1,023"
Massachusetts,2008,"2,536,469","208,322","16,657","169,701","4,150","240,367","42,987","5,318","2,580","1,666","2,710,854","218,264","17,745","178,813","4,214","233,918","44,066","4,975","2,717","1,833"
Michigan,2008,"3,888,553","694,937","56,284","134,518","3,796","199,451","12,796","6,772","2,720","1,131","3,993,378","773,039","58,720","134,246","3,955","179,757","13,095","6,425","2,493",980
Minnesota,2008,"2,234,042","138,881","41,037","105,971","4,017","105,009","7,716","5,594","2,001",683,"2,285,217","128,431","42,463","107,592","3,463","90,008","7,194","5,139","1,758",513
Mississippi,2008,"853,335","517,147","11,556","15,136","1,269","35,577","3,585","1,124",546,311,"887,403","580,882","12,165","16,468","1,236","26,383","3,432",840,574,188
Missouri,2008,"2,429,178","333,275","31,198","50,538","4,269","95,149","5,487","3,346","1,260",561,"2,532,137","374,942","31,962","54,928","4,098","84,793","5,558","2,969","1,230",532
Montana,2008,"433,123","4,597","35,058","4,317",695,"13,307",552,"1,445",179,73,"432,122","3,756","35,452","5,346",702,"12,544",563,"1,490",203,64
Nebraska,2008,"745,100","43,580","11,051","16,778","1,110","71,664","2,722","2,813",723,340,"769,432","43,241","11,541","17,859","1,066","61,371","2,508","2,569",720,285
Nevada,2008,"777,389","106,183","21,392","89,363","11,211","339,410","11,972","8,381","4,687","2,203","753,716","106,819","22,187","103,873","11,238","298,495","11,931","7,638","4,929","2,160"
New Hampshire,2008,"610,389","10,531","4,338","14,580",454,"16,807","1,295",482,223,80,"631,243","9,202","4,253","14,912",485,"15,671","1,219",425,193,63
New Jersey,2008,"2,642,317","562,134","18,704","346,879","4,680","644,793","67,605","12,060","6,448","3,027","2,785,562","622,681","19,398","351,503","4,669","615,282","67,108","10,879","6,670","2,434"
New Mexico,2008,"413,478","26,727","89,452","15,134","1,414","427,305","9,510","14,176","3,168","1,141","431,099","23,581","95,688","17,808","1,435","426,125","10,186","14,001","3,137","1,115"
New York,2008,"5,805,805","1,392,037","61,047","707,776","12,121","1,330,786","252,559","32,758","15,613","7,269","6,116,385","1,601,976","66,540","729,900","13,079","1,324,571","277,740","31,853","16,085","7,375"
North Carolina,2008,"3,078,831","944,671","68,898","102,935","5,376","350,524","21,660","8,498","3,615","1,702","3,221,007","1,069,579","72,966","107,437","5,238","276,689","19,389","6,603","3,170","1,403"
North Dakota,2008,"290,917","4,982","19,053","3,419",321,"6,438",349,653,124,17,"289,317","3,658","19,800","3,397",312,"5,777",341,630,96,16
Ohio,2008,"4,703,787","688,771","36,106","102,077","3,875","146,594","14,732","4,417","1,947","1,111","4,925,809","759,165","38,370","106,313","3,842","133,235","15,305","4,231","2,016",818
Oklahoma,2008,"1,335,852","152,287","191,192","35,184","3,307","137,694","6,399","10,891","1,679",834,"1,390,016","154,684","199,579","36,883","2,763","120,408","6,220","9,742","1,451",644
Oregon,2008,"1,525,034","45,344","39,998","77,841","9,449","206,306","6,196","11,353","2,790","1,357","1,582,969","41,311","42,021","88,153","9,422","178,279","5,660","8,551","2,483","1,180"
Pennsylvania,2008,"5,014,066","650,906","25,365","165,161","4,669","276,278","38,569","6,466","3,754","1,764","5,299,323","716,902","27,060","170,775","4,600","255,605","39,647","6,644","3,581","1,645"
Rhode Island,2008,"404,420","30,567","4,519","15,535",743,"53,536","8,063","1,420",573,570,"436,048","30,568","4,828","16,729",781,"52,528","7,991","1,458",644,484
South Carolina,2008,"1,452,827","603,617","16,119","32,650","2,348","97,498","8,938","2,421","1,692",913,"1,513,156","682,070","16,473","35,806","2,310","74,556","8,791","1,957","1,402",701
South Dakota,2008,"348,356","6,441","35,550","4,331",388,"9,958",430,"1,592",103,91,"352,082","4,803","36,761","4,572",368,"8,568",462,"1,595",111,45
Tennessee,2008,"2,367,437","497,772","21,851","48,069","2,592","123,710","10,090","3,221","1,795",955,"2,487,182","562,807","22,351","51,070","2,927","97,661","9,402","2,737","1,755",653
Texas,2008,"5,786,519","1,380,014","91,783","451,426","16,220","4,390,635","88,238","62,682","25,022","9,840","5,952,053","1,481,181","95,075","461,800","16,311","4,162,887","89,413","58,104","24,550","9,087"
Utah,2008,"1,130,799","20,338","21,170","33,023","14,549","164,547","4,581","4,936","1,703",974,"1,133,098","17,292","21,814","36,573","13,918","146,010","4,459","4,240","1,642",897
Vermont,2008,"293,729","3,799","3,080","4,039",166,"4,138",219,150,49,21,"303,423","3,337","3,124","4,711",188,"4,135",222,154,65,29
Virginia,2008,"2,613,712","754,890","26,470","207,913","5,859","262,226","20,756","5,622","4,387","1,567","2,697,331","822,594","27,685","222,996","6,128","229,770","20,506","5,029","4,445","1,478"
Washington,2008,"2,529,835","149,301","77,367","245,942","25,139","318,573","13,943","14,963","7,644","3,078","2,570,347","132,646","79,086","274,977","24,581","279,642","13,463","14,027","7,710","3,104"
West Virginia,2008,"836,922","36,798","5,503","7,295",493,"10,167",563,217,118,82,"875,388","35,407","5,741","7,714",484,"9,949",545,222,104,65
Wisconsin,2008,"2,393,007","176,538","35,480","66,401","2,637","142,868","6,932","4,969","1,279",475,"2,439,253","185,379","36,158","67,384","2,683","124,288","7,099","4,811","1,237",390
Wyoming,2008,"237,344","4,105","8,235","2,629",408,"20,334",695,"1,072",201,49,"231,010","3,344","7,936","3,188",438,"18,386",711,"1,036",191,52
Alabama,2009,"1,586,976","583,039","23,216","28,516","1,810","76,375","5,191","1,678",917,652,"1,659,308","667,902","24,280","31,074","1,936","62,572","5,280","1,422",915,483
Alaska,2009,"252,853","17,289","61,589","20,247","3,505","19,816","1,444","2,235",767,265,"229,382","15,588","60,986","22,073","3,346","17,613","1,488","2,189",656,295
Arizona,2009,"1,905,114","144,246","148,362","93,307","8,743","1,001,101","26,292","30,940","9,506","3,777","1,960,080","135,972","157,654","103,247","8,565","918,986","26,987","29,998","9,653","3,495"
Arkansas,2009,"1,081,000","218,918","21,768","19,027","2,361","87,032","4,126","2,494",862,531,"1,125,901","243,286","22,753","21,428","2,328","74,324","3,880","2,186",788,389
California,2009,"7,972,763","1,200,573","193,570","2,400,160","111,193","6,696,135","146,496","174,914","98,972","29,763","8,092,192","1,240,677","205,467","2,584,683","113,267","6,308,620","150,392","166,013","102,386","29,750"
Colorado,2009,"1,808,347","118,254","33,725","76,572","5,823","502,552","14,811","17,769","4,921","1,931","1,819,291","108,470","33,872","85,238","5,693","456,562","15,406","17,085","5,251","2,027"
Connecticut,2009,"1,268,621","170,153","10,680","68,439","2,060","197,905","20,988","3,797","1,551",941,"1,342,439","184,733","10,757","69,547","2,100","191,803","21,477","3,751","1,643",909
Delaware,2009,"294,773","89,156","2,782","14,677",391,"30,781","2,726",725,250,103,"312,959","100,498","3,140","14,868",441,"26,914","2,823",636,234,95
District of Columbia,2009,"102,800","144,955","1,924","9,802",416,"22,877","4,374",591,406,158,"104,292","176,971","2,309","12,190",443,"20,706","4,403",572,349,105
Florida,2009,"5,485,482","1,400,931","59,883","241,198","14,823","1,909,362","107,208","28,224","14,772","6,083","5,727,821","1,502,972","60,593","271,891","14,739","1,833,986","104,482","23,509","14,400","5,476"
Georgia,2009,"2,834,632","1,406,359","31,600","159,867","6,358","422,767","26,234","9,563","4,735","2,833","2,913,596","1,582,101","32,332","163,790","6,465","330,165","24,500","6,974","4,157","1,735"
Hawaii,2009,"254,067","26,579","10,528","313,458","128,487","46,573","2,979","3,225","16,222","13,035","221,531","19,895","9,959","344,205","125,926","40,247","2,691","3,063","16,259","12,863"
Idaho,2009,"662,832","8,562","15,080","12,124","1,999","82,577","2,336","2,987",923,346,"665,855","7,466","15,492","13,903","2,035","73,026","2,374","2,905",809,336
