"","State","Year","Month","quantity.sum","total_cost.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","State.1","Year.1","Month.1","day.mean","army_clothing_bags_quantity.sum","army_clothing_bags_totalcost.sum"
"1612","Minnesota",2008,"October",7,3132,7,3132,0,0,0,0,0,0,0,0,0,0,"Minnesota",2008,"October",15.7142857142857,0,0
"1611","Minnesota",2008,"September",4,333.42,4,333.42,0,0,0,0,0,0,0,0,0,0,"Minnesota",2008,"September",24,0,0
"1619","Minnesota",2009,"December",20,6560,0,0,20,6560,0,0,0,0,0,0,0,0,"Minnesota",2009,"December",22,0,0
"1615","Minnesota",2009,"February",14,821.94,14,821.94,0,0,0,0,0,0,0,0,0,0,"Minnesota",2009,"February",15,0,0
"1614","Minnesota",2009,"January",9,528.39,9,528.39,0,0,0,0,0,0,0,0,0,0,"Minnesota",2009,"January",15,0,0
"1616","Minnesota",2009,"March",5,600,5,600,0,0,0,0,0,0,0,0,0,0,"Minnesota",2009,"March",4,0,0
"1617","Minnesota",2009,"May",155,323950.98,0,0,145,323857.88,10,93.1,0,0,0,0,0,0,"Minnesota",2009,"May",26,0,0
"1618","Minnesota",2009,"November",117,9693.9,0,0,27,8856,90,837.9,0,0,0,0,0,0,"Minnesota",2009,"November",20,0,0
"1621","Minnesota",2010,"April",3,414,3,414,0,0,0,0,0,0,0,0,0,0,"Minnesota",2010,"April",20,0,0
"1623","Minnesota",2010,"August",30,10302,0,0,30,10302,0,0,0,0,0,0,0,0,"Minnesota",2010,"August",10.5,0,0
"1625","Minnesota",2010,"December",29,3959.66,27,3878,2,81.66,0,0,0,0,0,0,0,0,"Minnesota",2010,"December",29.1071428571429,0,0
"1620","Minnesota",2010,"January",37,12496,0,0,37,12496,0,0,0,0,0,0,0,0,"Minnesota",2010,"January",21.5,0,0
"1622","Minnesota",2010,"June",1,138,1,138,0,0,0,0,0,0,0,0,0,0,"Minnesota",2010,"June",30,0,0
"1624","Minnesota",2010,"September",46,15088,0,0,46,15088,0,0,0,0,0,0,0,0,"Minnesota",2010,"September",1,0,0
"1628","Minnesota",2011,"April",18,67146,17,2076,0,0,0,0,0,0,0,0,0,0,"Minnesota",2011,"April",22.5,0,0
"1633","Minnesota",2011,"December",14,65070,13,0,0,0,0,0,0,0,0,0,0,0,"Minnesota",2011,"December",19.7142857142857,0,0
"1626","Minnesota",2011,"January",69,30026.1,69,30026.1,0,0,0,0,0,0,0,0,0,0,"Minnesota",2011,"January",27,0,0
"1630","Minnesota",2011,"June",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"Minnesota",2011,"June",7,0,0
"1627","Minnesota",2011,"March",8,384628,6,2994,0,0,0,0,0,0,0,0,0,0,"Minnesota",2011,"March",11.5,0,0
"1629","Minnesota",2011,"May",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,"Minnesota",2011,"May",20,0,0
"1632","Minnesota",2011,"November",6,828,6,828,0,0,0,0,0,0,0,0,0,0,"Minnesota",2011,"November",1,0,0
"1631","Minnesota",2011,"September",30,9840,0,0,30,9840,0,0,0,0,0,0,0,0,"Minnesota",2011,"September",2,0,0
"1637","Minnesota",2012,"April",159,204452.19,117,46216.23,24,157009,0,0,0,0,0,0,0,0,"Minnesota",2012,"April",18.1818181818182,0,0
"1641","Minnesota",2012,"August",379,233499.59,111,24719.26,0,0,0,0,0,0,0,0,166,3070.09,"Minnesota",2012,"August",17.3076923076923,0,0
"1644","Minnesota",2012,"December",94,153724.4,2,55500,0,0,0,0,0,0,75,1838.25,0,0,"Minnesota",2012,"December",11.3333333333333,0,0
"1635","Minnesota",2012,"February",82,4893.25,6,828,1,157,0,0,0,0,75,3908.25,0,0,"Minnesota",2012,"February",11.8888888888889,0,0
"1634","Minnesota",2012,"January",13,68590.32,1,120,11,3400.32,0,0,0,0,0,0,0,0,"Minnesota",2012,"January",14.6666666666667,0,0
"1640","Minnesota",2012,"July",612,509508.01,29,1754.9,32,18527.6,0,0,0,0,90,5263.5,1,314.95,"Minnesota",2012,"July",15.7808219178082,0,0
"1639","Minnesota",2012,"June",158,382850.76,2,455,60,181798.2,0,0,0,0,30,1895.1,3,10.86,"Minnesota",2012,"June",12.6341463414634,0,0
"1636","Minnesota",2012,"March",5,173505,0,0,4,1312,0,0,0,0,0,0,0,0,"Minnesota",2012,"March",10,0,0
"1638","Minnesota",2012,"May",233,502799.79,34,8263.6,23,440087.09,0,0,0,0,66,3168.34,12,700.25,"Minnesota",2012,"May",13.741935483871,0,0
"1643","Minnesota",2012,"November",165,93846.24,6,2994,18,31767.02,0,0,0,0,100,4386,8,2426.22,"Minnesota",2012,"November",18.5789473684211,0,0
"1642","Minnesota",2012,"October",207,145228.98,0,0,14,111767,0,0,0,0,0,0,188,5391.74,"Minnesota",2012,"October",16.4166666666667,0,0
"1648","Minnesota",2013,"April",7,448393.44,4,1605,3,446788.44,0,0,0,0,0,0,0,0,"Minnesota",2013,"April",17.5,0,0
"1652","Minnesota",2013,"August",2,673480.84,1,658000,0,0,0,0,0,0,0,0,0,0,"Minnesota",2013,"August",22,0,0
"1656","Minnesota",2013,"December",246,188410.16,0,0,19,13132.64,0,0,0,0,0,0,0,0,"Minnesota",2013,"December",12,0,0
"1646","Minnesota",2013,"February",428,81131.69,13,4408.99,6,32878.29,0,0,0,0,40,2047.1,69,770.73,"Minnesota",2013,"February",23.7777777777778,0,0
"1645","Minnesota",2013,"January",200,2648.62,0,0,51,0,0,0,0,0,0,0,149,2648.62,"Minnesota",2013,"January",9.6,0,0
"1651","Minnesota",2013,"July",447,16744.75,14,707.51,3,1589.94,30,279.3,0,0,0,0,400,14168,"Minnesota",2013,"July",20.4285714285714,0,0
"1650","Minnesota",2013,"June",752,8727.08,0,0,0,0,0,0,0,0,0,0,752,8727.08,"Minnesota",2013,"June",14.3333333333333,0,0
"1647","Minnesota",2013,"March",105,4521.71,8,628.26,7,984,0,0,0,0,0,0,0,0,"Minnesota",2013,"March",9.55555555555556,0,0
"1649","Minnesota",2013,"May",50,33280.85,31,15469,19,17811.85,0,0,0,0,0,0,0,0,"Minnesota",2013,"May",19.4545454545455,0,0
"1655","Minnesota",2013,"November",567,61310.26,51,16749.5,24,11272,0,0,0,0,226,8835.1,264,20714.16,"Minnesota",2013,"November",10.448275862069,0,0
"1654","Minnesota",2013,"October",71,619945.68,2,412138,1,2608,0,0,0,0,0,0,0,0,"Minnesota",2013,"October",10.0625,0,0
"1653","Minnesota",2013,"September",76,2414197.12,5,2306000,49,45227,0,0,2,697.97,0,0,0,0,"Minnesota",2013,"September",15,0,0
"1658","Minnesota",2014,"February",404,119862.63,0,0,310,101680,0,0,0,0,23,0,9,5237.82,"Minnesota",2014,"February",7,0,0
"1657","Minnesota",2014,"January",169,70688.81,2,2553.71,54,52605.24,0,0,0,0,0,0,1,446.15,"Minnesota",2014,"January",22.8333333333333,0,0
"1659","Minnesota",2014,"March",73,1168.05,4,552,0,0,0,0,0,0,0,0,57,379.05,"Minnesota",2014,"March",13.7142857142857,0,0
"3576","Mississippi",2005,"December",701,2422205,696,1968492,3,375397,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1661","Mississippi",2006,"April",12,5266,12,5266,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"April",16,0,0
"1664","Mississippi",2006,"August",5,283521,3,414,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"August",15.6,0,0
"1660","Mississippi",2006,"January",9,4491,9,4491,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"January",13,0,0
"1663","Mississippi",2006,"June",11,2601,11,2601,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"June",14.6363636363636,0,0
"1662","Mississippi",2006,"May",11,5489,11,5489,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"May",11.0909090909091,0,0
"1667","Mississippi",2006,"November",455,144970,455,144970,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"November",5.51868131868132,0,0
"1666","Mississippi",2006,"October",105,32540,105,32540,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"October",30.2571428571429,0,0
"1665","Mississippi",2006,"September",82,33187,82,33187,0,0,0,0,0,0,0,0,0,0,"Mississippi",2006,"September",12.2317073170732,0,0
"1668","Mississippi",2007,"March",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"Mississippi",2007,"March",23,0,0
"1669","Mississippi",2007,"November",13,6487,13,6487,0,0,0,0,0,0,0,0,0,0,"Mississippi",2007,"November",28,0,0
"1672","Mississippi",2008,"April",19,2983,19,2983,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"April",8.57894736842105,0,0
"1675","Mississippi",2008,"August",8,1104,8,1104,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"August",19,0,0
"1679","Mississippi",2008,"December",3,998,2,998,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"December",5.33333333333333,0,0
"1670","Mississippi",2008,"January",3,184580,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"January",23.6666666666667,0,0
"1674","Mississippi",2008,"July",2,276,2,276,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"July",9,0,0
"1671","Mississippi",2008,"March",25,9226,25,9226,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"March",26.28,0,0
"1673","Mississippi",2008,"May",5,2495,5,2495,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"May",16,0,0
"1678","Mississippi",2008,"November",6,828,6,828,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"November",17,0,0
"1677","Mississippi",2008,"October",13,201518,11,1518,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"October",19.3076923076923,0,0
"1676","Mississippi",2008,"September",11,725.1,11,725.1,0,0,0,0,0,0,0,0,0,0,"Mississippi",2008,"September",27.6363636363636,0,0
"1681","Mississippi",2009,"August",30,28683.06,0,0,0,0,0,0,2,144.62,0,0,0,0,"Mississippi",2009,"August",30.0769230769231,0,0
"1680","Mississippi",2009,"February",8,978,8,978,0,0,0,0,0,0,0,0,0,0,"Mississippi",2009,"February",23.5,0,0
"1682","Mississippi",2009,"October",24,3312,24,3312,0,0,0,0,0,0,0,0,0,0,"Mississippi",2009,"October",20,0,0
"1683","Mississippi",2010,"August",9,1098,9,1098,0,0,0,0,0,0,0,0,0,0,"Mississippi",2010,"August",2.22222222222222,0,0
"1684","Mississippi",2010,"October",10,1200,10,1200,0,0,0,0,0,0,0,0,0,0,"Mississippi",2010,"October",28,0,0
"1686","Mississippi",2011,"April",5,672,5,672,0,0,0,0,0,0,0,0,0,0,"Mississippi",2011,"April",16,0,0
"1685","Mississippi",2011,"February",3,360,3,360,0,0,0,0,0,0,0,0,0,0,"Mississippi",2011,"February",25,0,0
"1688","Mississippi",2011,"July",32,2276.78,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2011,"July",27.5,0,0
"1687","Mississippi",2011,"June",2,883,0,0,2,883,0,0,0,0,0,0,0,0,"Mississippi",2011,"June",17,0,0
"1691","Mississippi",2012,"April",73,13951.75,31,11426,0,0,5,55.5,0,0,0,0,0,0,"Mississippi",2012,"April",19.9772727272727,0,0
"1695","Mississippi",2012,"August",127,131468.78,14,5892,17,5380,0,0,0,0,35,1535.1,3,92215.26,"Mississippi",2012,"August",16.21875,0,0
"1697","Mississippi",2012,"December",35,7003.52,0,0,14,1187.06,0,0,0,0,0,0,0,0,"Mississippi",2012,"December",9.84615384615385,0,0
"1689","Mississippi",2012,"January",56,3073.54,1,431.09,0,0,0,0,0,0,0,0,0,0,"Mississippi",2012,"January",25,0,0
"1694","Mississippi",2012,"July",321,175507.87,12,3028.55,0,0,0,0,5,2165,0,0,13,92678.66,"Mississippi",2012,"July",16.5714285714286,0,0
"1693","Mississippi",2012,"June",135,244408.58,0,0,1,80,20,222,6,156695,0,0,0,0,"Mississippi",2012,"June",25.28,0,0
"1690","Mississippi",2012,"March",116,162934.07,0,0,0,0,0,0,1,128537,0,0,52,547.76,"Mississippi",2012,"March",9.11764705882353,0,0
"1692","Mississippi",2012,"May",166,372.47,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2012,"May",27.2,0,0
"1696","Mississippi",2012,"October",74,22390.33,0,0,7,9356.4,0,0,0,0,0,0,0,0,"Mississippi",2012,"October",18.3636363636364,0,0
"1701","Mississippi",2013,"April",44,4195.2,0,0,1,300,20,222,0,0,0,0,3,1223.37,"Mississippi",2013,"April",11.7777777777778,0,0
"1706","Mississippi",2013,"December",3,155044,0,0,1,0,0,0,0,0,0,0,0,0,"Mississippi",2013,"December",13.6666666666667,0,0
"1699","Mississippi",2013,"February",1,15650,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2013,"February",13,0,0
"1698","Mississippi",2013,"January",30,17863.68,20,16000,1,0,0,0,0,0,0,0,0,0,"Mississippi",2013,"January",23.6666666666667,0,0
"1703","Mississippi",2013,"June",45,6696.01,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2013,"June",13,0,0
"1700","Mississippi",2013,"March",17,27910,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2013,"March",5,0,0
"1702","Mississippi",2013,"May",13,42004.88,6,352.26,2,7490.1,0,0,0,0,0,0,0,0,"Mississippi",2013,"May",18.3636363636364,0,0
"1705","Mississippi",2013,"November",2,5500,1,5500,1,0,0,0,0,0,0,0,0,0,"Mississippi",2013,"November",4.5,0,0
"1704","Mississippi",2013,"September",1,743.72,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2013,"September",27,0,0
"1708","Mississippi",2014,"February",70,2268.7,0,0,70,2268.7,0,0,0,0,0,0,0,0,"Mississippi",2014,"February",13,0,0
"1707","Mississippi",2014,"January",196,93620.61,72,6208.38,61,10425.18,0,0,0,0,0,0,0,0,"Mississippi",2014,"January",21.7272727272727,0,0
"1709","Mississippi",2014,"March",86,18061.3,0,0,0,0,0,0,0,0,0,0,0,0,"Mississippi",2014,"March",5,0,0
"3577","Missouri",2005,"December",47,342126.26,46,339918.26,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1710","Missouri",2006,"April",2,130140,0,0,0,0,0,0,0,0,0,0,0,0,"Missouri",2006,"April",24.5,0,0
"1713","Missouri",2006,"December",24,9052.55,24,9052.55,0,0,0,0,0,0,0,0,0,0,"Missouri",2006,"December",6,0,0
"1712","Missouri",2006,"November",5,690,5,690,0,0,0,0,0,0,0,0,0,0,"Missouri",2006,"November",16,0,0
"1711","Missouri",2006,"October",9,3769,9,3769,0,0,0,0,0,0,0,0,0,0,"Missouri",2006,"October",2,0,0
"1714","Missouri",2007,"July",2,31460,0,0,2,31460,0,0,0,0,0,0,0,0,"Missouri",2007,"July",15,0,0
"1716","Missouri",2007,"November",6,828,6,828,0,0,0,0,0,0,0,0,0,0,"Missouri",2007,"November",29,0,0
"1715","Missouri",2007,"September",16,7984,16,7984,0,0,0,0,0,0,0,0,0,0,"Missouri",2007,"September",11,0,0
"1718","Missouri",2008,"April",20,9980,20,9980,0,0,0,0,0,0,0,0,0,0,"Missouri",2008,"April",17,0,0
"1721","Missouri",2008,"August",30,14970,30,14970,0,0,0,0,0,0,0,0,0,0,"Missouri",2008,"August",19.8333333333333,0,0
"1717","Missouri",2008,"January",8,3992,8,3992,0,0,0,0,0,0,0,0,0,0,"Missouri",2008,"January",15,0,0
"1720","Missouri",2008,"June",2,276,2,276,0,0,0,0,0,0,0,0,0,0,"Missouri",2008,"June",9,0,0
"1719","Missouri",2008,"May",223,111277,223,111277,0,0,0,0,0,0,0,0,0,0,"Missouri",2008,"May",6.28699551569507,0,0
"1722","Missouri",2008,"October",26,203174,23,3174,0,0,0,0,0,0,0,0,0,0,"Missouri",2008,"October",17.6923076923077,0,0
"1726","Missouri",2009,"April",5,4535,0,0,0,0,0,0,0,0,0,0,0,0,"Missouri",2009,"April",22,0,0
"1730","Missouri",2009,"August",43,389261.36,17,10278.6,2,884,0,0,0,0,0,0,0,0,"Missouri",2009,"August",18.3333333333333,0,0
"1724","Missouri",2009,"February",1,120,1,120,0,0,0,0,0,0,0,0,0,0,"Missouri",2009,"February",26,0,0
"1723","Missouri",2009,"January",8,4961.68,8,4961.68,0,0,0,0,0,0,0,0,0,0,"Missouri",2009,"January",16.5,0,0
"1729","Missouri",2009,"July",83,638711.4,80,8711.4,0,0,0,0,3,630000,0,0,0,0,"Missouri",2009,"July",14.6,0,0
"1728","Missouri",2009,"June",84,721310,0,0,80,26240,0,0,3,630000,0,0,0,0,"Missouri",2009,"June",20.4,0,0
"1725","Missouri",2009,"March",29,92460,4,71810,25,20650,0,0,0,0,0,0,0,0,"Missouri",2009,"March",5.25,0,0
"1727","Missouri",2009,"May",40,222425,4,480,35,11945,0,0,1,210000,0,0,0,0,"Missouri",2009,"May",13.5714285714286,0,0
"1732","Missouri",2009,"November",27,13332.95,0,0,2,7490.1,0,0,0,0,0,0,0,0,"Missouri",2009,"November",14.8181818181818,0,0
"1731","Missouri",2009,"September",12,149444.36,0,0,9,8968.36,0,0,0,0,0,0,0,0,"Missouri",2009,"September",16.8333333333333,0,0
"1739","Missouri",2010,"August",100,33054,66,5854,34,27200,0,0,0,0,0,0,0,0,"Missouri",2010,"August",4.03333333333333,0,0
"1743","Missouri",2010,"December",26,1124.29,4,479.8,21,622.26,0,0,0,0,0,0,0,0,"Missouri",2010,"December",18,0,0
"1734","Missouri",2010,"February",85,2007.75,0,0,0,0,0,0,0,0,0,0,0,0,"Missouri",2010,"February",5,0,0
"1733","Missouri",2010,"January",5,9047,0,0,5,9047,0,0,0,0,0,0,0,0,"Missouri",2010,"January",30,0,0
"1738","Missouri",2010,"July",1,500,0,0,1,500,0,0,0,0,0,0,0,0,"Missouri",2010,"July",30,0,0
"1737","Missouri",2010,"June",77,770,0,0,0,0,77,770,0,0,0,0,0,0,"Missouri",2010,"June",9,0,0
"1735","Missouri",2010,"March",64,12205.93,1,49.38,3,11235.15,0,0,0,0,0,0,0,0,"Missouri",2010,"March",31,0,0
"1736","Missouri",2010,"May",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,"Missouri",2010,"May",27,0,0
"1742","Missouri",2010,"November",3,65549,0,0,2,33558,0,0,0,0,0,0,0,0,"Missouri",2010,"November",24,0,0
"1741","Missouri",2010,"October",4,2676.72,0,0,4,2676.72,0,0,0,0,0,0,0,0,"Missouri",2010,"October",23,0,0
"1740","Missouri",2010,"September",69,14553.83,0,0,11,13200,1,9.51,0,0,0,0,0,0,"Missouri",2010,"September",11.6363636363636,0,0
"1747","Missouri",2011,"April",196,13049.46,90,10175.94,0,0,104,2473.52,0,0,2,400,0,0,"Missouri",2011,"April",22.0531914893617,0,0
"1751","Missouri",2011,"August",51,173625.33,6,1673.13,40,46952.2,0,0,0,0,0,0,0,0,"Missouri",2011,"August",10.3684210526316,0,0
"1755","Missouri",2011,"December",51,103177,46,5520,3,9335,0,0,0,0,0,0,0,0,"Missouri",2011,"December",14.4313725490196,0,0
"1745","Missouri",2011,"February",111,6517.2,0,0,79,5867.2,0,0,0,0,0,0,0,0,"Missouri",2011,"February",13.4,0,0
"1744","Missouri",2011,"January",7,2078,0,0,6,2078,0,0,0,0,0,0,0,0,"Missouri",2011,"January",3.66666666666667,0,0
"1750","Missouri",2011,"July",81,199092.72,6,339.72,61,82400,10,100,0,0,0,0,0,0,"Missouri",2011,"July",19.8,0,0
"1749","Missouri",2011,"June",55,53710,0,0,10,3280,43,430,0,0,0,0,0,0,"Missouri",2011,"June",22.8571428571429,0,0
"1746","Missouri",2011,"March",18,393349.08,5,196148,5,7480,0,0,0,0,0,0,0,0,"Missouri",2011,"March",15.7333333333333,0,0
"1748","Missouri",2011,"May",95,228366.65,3,360,0,0,81,1736.72,0,0,0,0,0,0,"Missouri",2011,"May",13.6,0,0
"1754","Missouri",2011,"November",104,499506.53,31,384141.53,73,115365,0,0,0,0,0,0,0,0,"Missouri",2011,"November",14.4047619047619,0,0
"1753","Missouri",2011,"October",66,682995,1,380000,60,129236,0,0,0,0,0,0,0,0,"Missouri",2011,"October",21.4285714285714,0,0
"1752","Missouri",2011,"September",33,113051.59,0,0,29,13051.59,0,0,0,0,0,0,0,0,"Missouri",2011,"September",6.1,0,0
"1759","Missouri",2012,"April",921,671065.21,268,78674.74,94,234436.03,1,1688.53,2,12754,25,3724.75,61,80938.6,"Missouri",2012,"April",15.6045081967213,0,0
"1763","Missouri",2012,"August",567,916876.65,31,3814.92,43,34615.12,1,11.1,0,0,135,6414.5,36,8466.81,"Missouri",2012,"August",12.351724137931,0,0
"1767","Missouri",2012,"December",753,298535.25,0,0,2,1652,0,0,2,8569.48,72,2977.2,4,1353.16,"Missouri",2012,"December",11.7703703703704,0,0
"1757","Missouri",2012,"February",213,287146.07,15,1275.03,30,35226,0,0,1,32998,2,565.13,0,0,"Missouri",2012,"February",13.7818181818182,0,0
"1756","Missouri",2012,"January",1048,459940.59,44,4853.8,52,192282,7,3432.56,1,10254,48,3332,4,10052.1,"Missouri",2012,"January",18.8203883495146,0,0
"1762","Missouri",2012,"July",717,640717.35,73,23454.75,100,105864.53,4,29.96,0,0,37,2610.57,1,586.67,"Missouri",2012,"July",21.2287822878229,0,0
"1761","Missouri",2012,"June",160,132133.44,39,19325.18,49,92797.29,0,0,0,0,0,0,0,0,"Missouri",2012,"June",24.2631578947368,0,0
"1758","Missouri",2012,"March",750,625979.85,33,39029.2,42,179340,28,45601.41,0,0,0,0,24,9616.4,"Missouri",2012,"March",6.96703296703297,0,0
"1760","Missouri",2012,"May",179,351994.36,2,995.6,12,18035.34,0,0,0,0,0,0,54,3586.2,"Missouri",2012,"May",15.0882352941176,0,0
"1766","Missouri",2012,"November",397,402836.23,17,2417.56,10,37812.75,0,0,0,0,78,3366.25,0,0,"Missouri",2012,"November",8.72549019607843,0,0
"1765","Missouri",2012,"October",244,221005.93,2,445.55,2,8220,0,0,1,2500,44,1816.48,3,3700.08,"Missouri",2012,"October",27.1139240506329,0,0
"1764","Missouri",2012,"September",239,248055.51,16,231.36,4,15416.82,1,11.1,0,0,21,1282.33,0,0,"Missouri",2012,"September",14.8202247191011,0,0
"1771","Missouri",2013,"April",775,433420.3,3,270.87,22,19205,0,0,0,0,30,1238.05,318,11058.63,"Missouri",2013,"April",15.7034482758621,0,0
"1775","Missouri",2013,"August",766,567247.5,4,1724.36,1,206.53,0,0,6,2872.73,0,0,40,11854.48,"Missouri",2013,"August",17.0263157894737,0,0
"1779","Missouri",2013,"December",1583,473533.76,20,688.4,35,153916,0,0,0,0,25,1096.5,672,47480.15,"Missouri",2013,"December",14.9393939393939,0,0
"1769","Missouri",2013,"February",285,132462.97,10,832.26,0,0,0,0,0,0,0,0,0,0,"Missouri",2013,"February",14.7283950617284,0,0
"1768","Missouri",2013,"January",539,320970.45,43,9294.2,11,30716,0,0,0,0,86,3556.1,1,338.29,"Missouri",2013,"January",12.5172413793103,0,0
"1774","Missouri",2013,"July",1372,489720.08,40,909.2,3,121.5,0,0,17,614.12,0,0,721,21130.87,"Missouri",2013,"July",15.0923076923077,0,0
"1773","Missouri",2013,"June",825,249493.86,124,6620.56,67,39983,0,0,0,0,17,503.2,63,28897.15,"Missouri",2013,"June",10.8266666666667,0,0
"1770","Missouri",2013,"March",455,213860.55,15,1950.38,0,0,0,0,0,0,6,247.86,0,0,"Missouri",2013,"March",15,0,0
"1772","Missouri",2013,"May",829,367714.35,21,3711.71,18,21675,0,0,0,0,14,665,325,62039.17,"Missouri",2013,"May",16,0,0
"1778","Missouri",2013,"November",1,658000,1,658000,0,0,0,0,0,0,0,0,0,0,"Missouri",2013,"November",5,0,0
"1777","Missouri",2013,"October",1692,300592.95,0,0,0,0,0,0,5,0,0,0,975,536.25,"Missouri",2013,"October",9.425,0,0
"1776","Missouri",2013,"September",310,685120.84,2,412090.05,2,5023,109,1014.79,3,0,0,0,0,0,"Missouri",2013,"September",9.69565217391304,0,0
"1783","Missouri",2014,"April",65,354030.56,0,0,0,0,0,0,0,0,0,0,0,0,"Missouri",2014,"April",9.07142857142857,0,0
"1781","Missouri",2014,"February",445,3848956,20,3665556.35,1,0,0,0,32,94526.4,0,0,0,0,"Missouri",2014,"February",20.047619047619,0,0
"1780","Missouri",2014,"January",277,115321.89,0,0,18,67981,0,0,8,0,30,1824.6,11,781.81,"Missouri",2014,"January",15.1060606060606,0,0
"1782","Missouri",2014,"March",37,10541.54,0,0,4,2541.76,0,0,0,0,0,0,0,0,"Missouri",2014,"March",23.4,0,0
"3578","Montana",2005,"December",662,904324.79,624,189384.79,10,570940,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1787","Montana",2006,"August",4,552,4,552,0,0,0,0,0,0,0,0,0,0,"Montana",2006,"August",15,0,0
"1784","Montana",2006,"January",88,16409.21,88,16409.21,0,0,0,0,0,0,0,0,0,0,"Montana",2006,"January",24.4545454545455,0,0
"1786","Montana",2006,"July",40,8741.94,40,8741.94,0,0,0,0,0,0,0,0,0,0,"Montana",2006,"July",6,0,0
"1785","Montana",2006,"June",267,35118.4,267,35118.4,0,0,0,0,0,0,0,0,0,0,"Montana",2006,"June",7.78651685393258,0,0
"1788","Montana",2006,"October",370,83287.84,370,83287.84,0,0,0,0,0,0,0,0,0,0,"Montana",2006,"October",10.0162162162162,0,0
"1793","Montana",2007,"December",1,18054.18,0,0,1,18054.18,0,0,0,0,0,0,0,0,"Montana",2007,"December",10,0,0
"1789","Montana",2007,"January",8,1104,8,1104,0,0,0,0,0,0,0,0,0,0,"Montana",2007,"January",5,0,0
"1791","Montana",2007,"July",10,326864.1,0,0,10,326864.1,0,0,0,0,0,0,0,0,"Montana",2007,"July",8.33333333333333,0,0
"1790","Montana",2007,"May",16,4461.68,16,4461.68,0,0,0,0,0,0,0,0,0,0,"Montana",2007,"May",11.5,0,0
"1792","Montana",2007,"October",6,7608.45,0,0,5,2728.45,0,0,0,0,0,0,0,0,"Montana",2007,"October",2,0,0
"1796","Montana",2008,"April",4,111462.5,0,0,3,4462.5,0,0,0,0,0,0,0,0,"Montana",2008,"April",10.5,0,0
"1794","Montana",2008,"February",1,1313.73,0,0,1,1313.73,0,0,0,0,0,0,0,0,"Montana",2008,"February",1,0,0
"1799","Montana",2008,"July",8,1068.55,8,1068.55,0,0,0,0,0,0,0,0,0,0,"Montana",2008,"July",3,0,0
"1798","Montana",2008,"June",11,645.81,11,645.81,0,0,0,0,0,0,0,0,0,0,"Montana",2008,"June",10,0,0
"1795","Montana",2008,"March",1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Montana",2008,"March",24,0,0
"1797","Montana",2008,"May",10,4990,10,4990,0,0,0,0,0,0,0,0,0,0,"Montana",2008,"May",21,0,0
"1800","Montana",2008,"October",3,176.13,3,176.13,0,0,0,0,0,0,0,0,0,0,"Montana",2008,"October",20,0,0
"1804","Montana",2009,"April",12,5527.08,0,0,12,5527.08,0,0,0,0,0,0,0,0,"Montana",2009,"April",3.5,0,0
"1806","Montana",2009,"August",1,1046,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2009,"August",4,0,0
"1802","Montana",2009,"February",25,179197.1,0,0,25,179197.1,0,0,0,0,0,0,0,0,"Montana",2009,"February",11.75,0,0
"1801","Montana",2009,"January",15,4920,0,0,15,4920,0,0,0,0,0,0,0,0,"Montana",2009,"January",22.6666666666667,0,0
"1803","Montana",2009,"March",16,204920,0,0,15,4920,0,0,0,0,1,2e+05,0,0,"Montana",2009,"March",19.6666666666667,0,0
