"","State","Year","Month","quantity.sum","total_cost.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","State.1","Year.1","Month.1","day.mean","army_clothing_bags_quantity.sum","army_clothing_bags_totalcost.sum"
"536","Delaware",2013,"January",699,482035.67,0,0,20,10971,0,0,9,108120.72,5,7231.75,221,3323.07,"Delaware",2013,"January",16.6825396825397,0,0
"542","Delaware",2013,"July",1959,691040.14,2,5979.06,0,0,0,0,6,730.92,0,0,14,4048.12,"Delaware",2013,"July",12.25,0,0
"541","Delaware",2013,"June",114,216217.73,0,0,15,14933.06,0,0,4,4165,0,0,30,7734.3,"Delaware",2013,"June",17.125,0,0
"538","Delaware",2013,"March",4447,774913.1,46,4641.67,63,38590.34,0,0,92,13446.6,1,76.81,102,22323.44,"Delaware",2013,"March",13.8839779005525,0,0
"540","Delaware",2013,"May",1146,516063.96,8,570.84,53,90441,0,0,2,19500,213,18044.76,201,3443.2,"Delaware",2013,"May",10.2368421052632,0,0
"546","Delaware",2013,"November",880,285633.44,29,990.55,45,65720.06,75,748.5,6,6795,20,3883.4,21,20079.18,"Delaware",2013,"November",12.0183486238532,0,0
"545","Delaware",2013,"October",1545,236431.45,4,4912.8,4,32.98,5,46.55,2,0,22,2035.38,94,29230.27,"Delaware",2013,"October",14.1728395061728,0,0
"544","Delaware",2013,"September",291,343238.91,3,14253.48,21,642,2,22.2,3,1166.2,0,0,8,2062.48,"Delaware",2013,"September",18.55,0,0
"551","Delaware",2014,"April",1706,680644.16,9,4.86,81,49278.11,50,555,27,62895.56,72,79577.06,0,0,"Delaware",2014,"April",12.4188034188034,0,0
"549","Delaware",2014,"February",767,559557.91,0,0,12,0,0,0,19,42829,100,4919,0,0,"Delaware",2014,"February",11.9468085106383,0,0
"548","Delaware",2014,"January",926,781143.13,18,14640.57,53,118497.43,54,538.92,10,615.2,1,737.27,5,391.7,"Delaware",2014,"January",20.6881720430108,0,0
"550","Delaware",2014,"March",962,272879.86,8,892.72,52,6475.2,210,3447,14,48699,24,0,40,17908.44,"Delaware",2014,"March",19.5172413793103,0,0
"3561","District of Columbia",2005,"December",126,516703,0,0,126,516703,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"3479","District of Columbia",2008,"July",16,12813840,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2008,"July",2,0,0
"3481","District of Columbia",2009,"April",1,3971.99,0,0,1,3971.99,0,0,0,0,0,0,0,0,"District of Columbia",2009,"April",29,0,0
"3480","District of Columbia",2009,"March",4,4e+05,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2009,"March",9,0,0
"3482","District of Columbia",2009,"May",9,2639.61,0,0,9,2639.61,0,0,0,0,0,0,0,0,"District of Columbia",2009,"May",1,0,0
"3483","District of Columbia",2009,"September",1,800865,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2009,"September",10,0,0
"3485","District of Columbia",2010,"August",1,1200,0,0,1,1200,0,0,0,0,0,0,0,0,"District of Columbia",2010,"August",23,0,0
"3484","District of Columbia",2010,"June",5,4613520,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2010,"June",10,0,0
"3489","District of Columbia",2011,"August",82,24965.91,81,8195.91,1,16770,0,0,0,0,0,0,0,0,"District of Columbia",2011,"August",21.1428571428571,0,0
"3490","District of Columbia",2011,"December",32,1975.6,32,1975.6,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2011,"December",5,0,0
"3488","District of Columbia",2011,"July",51,133877,0,0,51,133877,0,0,0,0,0,0,0,0,"District of Columbia",2011,"July",10.4,0,0
"3487","District of Columbia",2011,"June",52,38216.95,0,0,52,38216.95,0,0,0,0,0,0,0,0,"District of Columbia",2011,"June",15.5714285714286,0,0
"3486","District of Columbia",2011,"May",2,8759.24,0,0,2,8759.24,0,0,0,0,0,0,0,0,"District of Columbia",2011,"May",17,0,0
"3494","District of Columbia",2012,"August",8,800,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2012,"August",10,0,0
"3493","District of Columbia",2012,"July",9,2325.71,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2012,"July",11.5,0,0
"3492","District of Columbia",2012,"June",1418,272061.65,0,0,17,154952,8,88.8,0,0,0,0,0,0,"District of Columbia",2012,"June",11.5,0,0
"3491","District of Columbia",2012,"May",409,144488.52,60,1537.2,14,112691,0,0,0,0,0,0,0,0,"District of Columbia",2012,"May",12.7142857142857,0,0
"3497","District of Columbia",2013,"April",340,2868527,0,0,340,2868527,0,0,0,0,0,0,0,0,"District of Columbia",2013,"April",24,0,0
"3501","District of Columbia",2013,"August",100,28979.38,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2013,"August",13.1,0,0
"3495","District of Columbia",2013,"February",77,9049.69,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2013,"February",13,0,0
"3500","District of Columbia",2013,"July",414,15522.6,0,0,0,0,0,0,0,0,0,0,210,4160.6,"District of Columbia",2013,"July",9.6,0,0
"3499","District of Columbia",2013,"June",303,94020.25,0,0,4,77984,0,0,0,0,0,0,105,3958.5,"District of Columbia",2013,"June",14,0,0
"3496","District of Columbia",2013,"March",4,1312,0,0,4,1312,0,0,0,0,0,0,0,0,"District of Columbia",2013,"March",6,0,0
"3498","District of Columbia",2013,"May",371,46610.72,0,0,0,0,0,0,0,0,0,0,175,17787,"District of Columbia",2013,"May",25,0,0
"3503","District of Columbia",2013,"October",1,23849,0,0,0,0,0,0,0,0,0,0,0,0,"District of Columbia",2013,"October",10,0,0
"3502","District of Columbia",2013,"September",1026,925100.14,0,0,1000,923000,0,0,0,0,0,0,0,0,"District of Columbia",2013,"September",18.6666666666667,0,0
"3562","Florida",2005,"December",2116,10462879.42,2068,5031101.42,32,3597725,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"555","Florida",2006,"April",30,14970,30,14970,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"April",24,0,0
"558","Florida",2006,"August",1,800865,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"August",11,0,0
"562","Florida",2006,"December",728,339029,726,331029,2,8000,0,0,0,0,0,0,0,0,"Florida",2006,"December",21.484181568088,0,0
"553","Florida",2006,"February",585,289830,585,289830,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"February",9.43589743589744,0,0
"552","Florida",2006,"January",59,28199.42,59,28199.42,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"January",13.9661016949153,0,0
"557","Florida",2006,"July",127,444009,125,62375,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"July",16.3937007874016,0,0
"556","Florida",2006,"June",166,318176,166,318176,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"June",11.6385542168675,0,0
"554","Florida",2006,"March",376,920659,376,920659,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"March",7.03989361702128,0,0
"561","Florida",2006,"November",99,620355,96,47904,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"November",19.6363636363636,0,0
"560","Florida",2006,"October",2,435661,1,244844,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"October",5.5,0,0
"559","Florida",2006,"September",11,1188,11,1188,0,0,0,0,0,0,0,0,0,0,"Florida",2006,"September",15,0,0
"569","Florida",2007,"August",10,93532,9,1242,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"August",27.1,0,0
"564","Florida",2007,"February",88,36951.94,88,36951.94,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"February",15.1818181818182,0,0
"563","Florida",2007,"January",513,225685,513,225685,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"January",8.02923976608187,0,0
"568","Florida",2007,"July",2,130140,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"July",7,0,0
"567","Florida",2007,"June",14,6986,14,6986,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"June",26,0,0
"565","Florida",2007,"March",1,150000,1,150000,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"March",19,0,0
"566","Florida",2007,"May",72,200615,71,9798,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"May",3.06944444444444,0,0
"572","Florida",2007,"November",4,521379,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"November",16.25,0,0
"571","Florida",2007,"October",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"October",3,0,0
"570","Florida",2007,"September",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2007,"September",18,0,0
"576","Florida",2008,"April",324,133879,324,133879,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"April",12.8888888888889,0,0
"580","Florida",2008,"August",3,1497,3,1497,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"August",18,0,0
"583","Florida",2008,"December",1,190817,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"December",16,0,0
"574","Florida",2008,"February",11,1518,11,1518,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"February",22,0,0
"573","Florida",2008,"January",10,477417,7,3493,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"January",11.9,0,0
"579","Florida",2008,"July",19,3538960.26,10,246693.26,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"July",16.6315789473684,0,0
"578","Florida",2008,"June",15,2313291,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"June",4.26666666666667,0,0
"575","Florida",2008,"March",12,5266,12,5266,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"March",12.6666666666667,0,0
"577","Florida",2008,"May",76,1237444,63,31437,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"May",16.8157894736842,0,0
"582","Florida",2008,"October",27,281928,24,5058,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"October",9.33333333333333,0,0
"581","Florida",2008,"September",2,131736,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2008,"September",16,0,0
"587","Florida",2009,"April",18,99972,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2009,"April",17.1428571428571,0,0
"590","Florida",2009,"August",116,28735.32,18,8982,0,0,0,0,0,0,93,8678.76,0,0,"Florida",2009,"August",5.14285714285714,0,0
"593","Florida",2009,"December",15,5566.46,0,0,0,0,0,0,1,963.06,0,0,0,0,"Florida",2009,"December",1,0,0
"585","Florida",2009,"February",51,261040.51,39,4680,0,0,0,0,7,5710.51,0,0,0,0,"Florida",2009,"February",22.7608695652174,0,0
"584","Florida",2009,"January",11,979711.91,0,0,0,0,0,0,4,702217,0,0,0,0,"Florida",2009,"January",11.4,0,0
"589","Florida",2009,"June",4389,1495822.21,22,7490.9,28,20666.73,0,0,2,3850.5,4245,86682.9,0,0,"Florida",2009,"June",12.6304347826087,0,0
"586","Florida",2009,"March",17,254105.28,8,245720,0,0,0,0,4,1125.28,0,0,0,0,"Florida",2009,"March",10.8,0,0
"588","Florida",2009,"May",9,6972,3,414,0,0,0,0,0,0,0,0,0,0,"Florida",2009,"May",5,0,0
"592","Florida",2009,"November",4,68018.51,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2009,"November",10,0,0
"591","Florida",2009,"October",51,18411,51,18411,0,0,0,0,0,0,0,0,0,0,"Florida",2009,"October",16.8823529411765,0,0
"597","Florida",2010,"April",22,112177.83,0,0,5,3561.17,0,0,0,0,0,0,0,0,"Florida",2010,"April",19.3,0,0
"601","Florida",2010,"August",499,350392.01,454,54480,26,12263.89,0,0,0,0,0,0,0,0,"Florida",2010,"August",2.4258872651357,0,0
"605","Florida",2010,"December",31,2817160,17,2166,0,0,0,0,0,0,0,0,0,0,"Florida",2010,"December",14.8709677419355,0,0
"595","Florida",2010,"February",3,233154,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2010,"February",17.3333333333333,0,0
"594","Florida",2010,"January",1,62665,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2010,"January",6,0,0
"600","Florida",2010,"July",25,6080.3,12,1440,3,984,0,0,0,0,0,0,0,0,"Florida",2010,"July",24.1875,0,0
"599","Florida",2010,"June",75,5940223,55,294360,14,109639,0,0,0,0,0,0,0,0,"Florida",2010,"June",11.2769230769231,0,0
"596","Florida",2010,"March",671,18975.35,642,7268.05,6,4831.39,0,0,2,2822.22,0,0,0,0,"Florida",2010,"March",20.9444444444444,0,0
"598","Florida",2010,"May",1,41822,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2010,"May",18,0,0
"604","Florida",2010,"November",2,10685.22,0,0,2,10685.22,0,0,0,0,0,0,0,0,"Florida",2010,"November",1,0,0
"603","Florida",2010,"October",110,30457410,68,8178,0,0,0,0,0,0,0,0,0,0,"Florida",2010,"October",17.8090909090909,0,0
"602","Florida",2010,"September",48,85744,0,0,47,8222,0,0,0,0,0,0,0,0,"Florida",2010,"September",12.6666666666667,0,0
"609","Florida",2011,"April",285,108033732,279,33732,0,0,0,0,0,0,0,0,0,0,"Florida",2011,"April",22.5122807017544,0,0
"613","Florida",2011,"August",72,5900738.12,0,0,41,557602.41,0,0,17,1231735,0,0,0,0,"Florida",2011,"August",15.0392156862745,0,0
"617","Florida",2011,"December",30,79972.1,22,6575.1,6,942,0,0,0,0,0,0,0,0,"Florida",2011,"December",14.88,0,0
"607","Florida",2011,"February",136,5201565,129,410228,0,0,0,0,0,0,0,0,0,0,"Florida",2011,"February",22.1691176470588,0,0
"606","Florida",2011,"January",56,10655.13,8,3992,0,0,35,325.85,3,2776.92,0,0,0,0,"Florida",2011,"January",24.4615384615385,0,0
"612","Florida",2011,"July",1,39441,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2011,"July",22,0,0
"611","Florida",2011,"June",146,8625176.13,117,13978.71,0,0,0,0,4,37172.92,25,8574024.5,0,0,"Florida",2011,"June",21.9915966386555,0,0
"608","Florida",2011,"March",9,36030496.2,0,0,4,5000,0,0,2,496.2,0,0,0,0,"Florida",2011,"March",19.1666666666667,0,0
"610","Florida",2011,"May",2,50000,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2011,"May",19,0,0
"616","Florida",2011,"November",25,376851,20,9980,0,0,0,0,0,0,0,0,0,0,"Florida",2011,"November",14.84,0,0
"615","Florida",2011,"October",2,245101.7,2,245101.7,0,0,0,0,0,0,0,0,0,0,"Florida",2011,"October",23,0,0
"614","Florida",2011,"September",18,70221.74,15,5368.8,2,17397.94,0,0,0,0,0,0,0,0,"Florida",2011,"September",20.6923076923077,0,0
"621","Florida",2012,"April",174,453535.24,17,246764,0,0,0,0,17,13635.95,95,4332.75,0,0,"Florida",2012,"April",15.7714285714286,0,0
"625","Florida",2012,"August",572,1517655.83,112,50403.94,3,2505.18,0,0,28,41528.58,21,106738.72,27,1420.66,"Florida",2012,"August",19.0309278350515,0,0
"629","Florida",2012,"December",195,188359.33,80,33206,0,0,0,0,5,21150,0,0,50,741,"Florida",2012,"December",16.2365591397849,0,0
"619","Florida",2012,"February",184,79081.79,176,33118.1,4,2584,0,0,0,0,0,0,0,0,"Florida",2012,"February",28.4906832298137,0,0
"618","Florida",2012,"January",102,198384.04,0,0,15,4920,0,0,3,7500,0,0,0,0,"Florida",2012,"January",12.3928571428571,0,0
"624","Florida",2012,"July",455,224177.48,0,0,37,8288.72,0,0,0,0,9,8352,12,547.92,"Florida",2012,"July",13.5217391304348,0,0
"623","Florida",2012,"June",650,396418.75,256,123731,15,10405,0,0,1,4230,20,968.2,28,10780.31,"Florida",2012,"June",13.1797385620915,0,0
"620","Florida",2012,"March",53,324439.61,6,2994,0,0,0,0,0,0,15,947.55,7,12700.35,"Florida",2012,"March",21.2941176470588,0,0
"622","Florida",2012,"May",210,480030.57,53,6396,7,1135.61,18,33.48,0,0,22,1314,0,0,"Florida",2012,"May",23.0493827160494,0,0
"628","Florida",2012,"November",436,306660.11,26,1135.75,32,24132.1,0,0,0,0,0,0,151,65840.84,"Florida",2012,"November",12.780487804878,0,0
"627","Florida",2012,"October",10,500,0,0,0,0,0,0,0,0,0,0,0,0,"Florida",2012,"October",25,0,0
"626","Florida",2012,"September",30,5807987,16,7605,0,0,0,0,4,12000,0,0,0,0,"Florida",2012,"September",23.1153846153846,0,0
"633","Florida",2013,"April",318,198241.12,16,3928.72,0,0,0,0,4,22800,5,1156.2,0,0,"Florida",2013,"April",16.0909090909091,0,0
"637","Florida",2013,"August",275,1835989.67,19,1728411.04,0,0,0,0,9,9079.39,14,24847.6,133,1926.6,"Florida",2013,"August",14.56,0,0
"641","Florida",2013,"December",312,4712530.92,5,217.45,1,11275,100,998,2,1751.58,1,243,37,1622.67,"Florida",2013,"December",11.4722222222222,0,0
"631","Florida",2013,"February",281,137223.02,93,37924,0,0,0,0,6,2688.48,0,0,0,0,"Florida",2013,"February",7.95588235294118,0,0
"630","Florida",2013,"January",152,529349.2,135,6164.9,0,0,0,0,0,0,0,0,0,0,"Florida",2013,"January",11.9285714285714,0,0
"636","Florida",2013,"July",420,1262795.31,4,1634.64,10,1770,0,0,7,29182.9,86,1818.44,19,763.8,"Florida",2013,"July",14.5,0,0
"635","Florida",2013,"June",542,1784276.39,63,1618.47,24,229016.98,2,18.62,4,75443,30,0,105,8671.65,"Florida",2013,"June",9.62857142857143,0,0
"632","Florida",2013,"March",489,521421.58,70,252675.53,5,23002,0,0,1,12000,10,317.5,75,10205.32,"Florida",2013,"March",17,0,0
"634","Florida",2013,"May",2686,1107617.44,1283,462068.69,44,145784.75,0,0,4,3718.24,0,0,109,41204.55,"Florida",2013,"May",14.8733552631579,0,0
"640","Florida",2013,"November",323,821807.28,0,0,19,9812.5,0,0,35,601862.37,0,0,96,469.8,"Florida",2013,"November",12.9272727272727,0,0
"639","Florida",2013,"October",190,4020447.58,10,3788862.18,22,17402.04,0,0,9,6905.04,0,0,5,0,"Florida",2013,"October",7.69767441860465,0,0
"638","Florida",2013,"September",438,4096659.55,67,3871030.44,0,0,0,0,13,66346.45,0,0,26,3849.63,"Florida",2013,"September",14.8723404255319,0,0
"645","Florida",2014,"April",678,397224.23,10,324,41,14899.92,0,0,6,7551.3,0,0,0,0,"Florida",2014,"April",12.6101694915254,0,0
"643","Florida",2014,"February",567,9211802.58,12,8796000,157,55217.08,0,0,106,75389.05,0,0,0,0,"Florida",2014,"February",15.8461538461538,0,0
"642","Florida",2014,"January",171,963779.29,5,644.7,10,3660,40,399.2,20,1088,0,0,3,2248.05,"Florida",2014,"January",15.625,0,0
"644","Florida",2014,"March",1319,888095.49,36,735367.05,52,4733.22,506,5049.88,0,0,80,4538.6,20,39300.2,"Florida",2014,"March",17.7142857142857,0,0
"3563","Georgia",2005,"December",1237,2429774,1225,1142157,7,1138665,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"648","Georgia",2006,"April",69,31348.97,69,31348.97,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"April",21.768115942029,0,0
"652","Georgia",2006,"August",645,193539.57,645,193539.57,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"August",15.1302325581395,0,0
"656","Georgia",2006,"December",17,7400,17,7400,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"December",20,0,0
"646","Georgia",2006,"January",81,38975,81,38975,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"January",13,0,0
"651","Georgia",2006,"July",21,3786.97,21,3786.97,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"July",28.5238095238095,0,0
"650","Georgia",2006,"June",297,279251.91,296,88434.91,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"June",26.8754208754209,0,0
"647","Georgia",2006,"March",63,122145,62,29855,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"March",15.1904761904762,0,0
"649","Georgia",2006,"May",3,1497,3,1497,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"May",10,0,0
"655","Georgia",2006,"November",14,192162.04,13,1345.04,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"November",8.35714285714286,0,0
"654","Georgia",2006,"October",4,552,4,552,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"October",16,0,0
"653","Georgia",2006,"September",17,1158.75,17,1158.75,0,0,0,0,0,0,0,0,0,0,"Georgia",2006,"September",19.4117647058824,0,0
"661","Georgia",2007,"August",2,117.42,2,117.42,0,0,0,0,0,0,0,0,0,0,"Georgia",2007,"August",22,0,0
"664","Georgia",2007,"December",56,26544,46,22954,10,3590,0,0,0,0,0,0,0,0,"Georgia",2007,"December",16.0851063829787,0,0
"658","Georgia",2007,"February",86,21913.52,86,21913.52,0,0,0,0,0,0,0,0,0,0,"Georgia",2007,"February",20.0697674418605,0,0
"657","Georgia",2007,"January",169,44091.64,169,44091.64,0,0,0,0,0,0,0,0,0,0,"Georgia",2007,"January",6.60355029585799,0,0
"660","Georgia",2007,"June",2,3e+05,2,3e+05,0,0,0,0,0,0,0,0,0,0,"Georgia",2007,"June",28,0,0
"659","Georgia",2007,"March",200,92068.81,200,92068.81,0,0,0,0,0,0,0,0,0,0,"Georgia",2007,"March",25.83,0,0
"663","Georgia",2007,"November",8,3992,8,3992,0,0,0,0,0,0,0,0,0,0,"Georgia",2007,"November",27,0,0
"662","Georgia",2007,"October",3,1497,3,1497,0,0,0,0,0,0,0,0,0,0,"Georgia",2007,"October",24,0,0
"668","Georgia",2008,"April",98,33633.65,98,33633.65,0,0,0,0,0,0,0,0,0,0,"Georgia",2008,"April",12.1224489795918,0,0
"672","Georgia",2008,"August",491,743159.85,400,140511.05,90,411831.8,0,0,0,0,0,0,0,0,"Georgia",2008,"August",24.4118993135011,0,0
"676","Georgia",2008,"December",2,38724,0,0,2,38724,0,0,0,0,0,0,0,0,"Georgia",2008,"December",4,0,0
"666","Georgia",2008,"February",102,126242.1,102,126242.1,0,0,0,0,0,0,0,0,0,0,"Georgia",2008,"February",9.48039215686275,0,0
"665","Georgia",2008,"January",79,39421,79,39421,0,0,0,0,0,0,0,0,0,0,"Georgia",2008,"January",9.70886075949367,0,0
"671","Georgia",2008,"July",36,134228.48,20,9980,16,124248.48,0,0,0,0,0,0,0,0,"Georgia",2008,"July",6.38461538461539,0,0
"670","Georgia",2008,"June",92,35339.08,35,15422.13,57,19916.95,0,0,0,0,0,0,0,0,"Georgia",2008,"June",14.2558139534884,0,0
"667","Georgia",2008,"March",33,79276.84,32,14206.84,0,0,0,0,0,0,0,0,0,0,"Georgia",2008,"March",12.4545454545455,0,0
"669","Georgia",2008,"May",21,6916.26,17,5480.26,4,1436,0,0,0,0,0,0,0,0,"Georgia",2008,"May",14.8888888888889,0,0
"675","Georgia",2008,"November",5,41837,1,138,4,41699,0,0,0,0,0,0,0,0,"Georgia",2008,"November",5.66666666666667,0,0
"674","Georgia",2008,"October",75,235345.4,39,3003.3,35,99342.1,0,0,0,0,0,0,0,0,"Georgia",2008,"October",13.7254901960784,0,0
"673","Georgia",2008,"September",243,293553.6,243,293553.6,0,0,0,0,0,0,0,0,0,0,"Georgia",2008,"September",11.0699588477366,0,0
"680","Georgia",2009,"April",164,62320.02,59,12707.15,88,46376.91,12,64.92,0,0,1,276.62,0,0,"Georgia",2009,"April",12.7936507936508,0,0
"684","Georgia",2009,"August",163,410596,67,8776.68,16,57051.44,0,0,0,0,0,0,0,0,"Georgia",2009,"August",19.4096385542169,0,0
"688","Georgia",2009,"December",204,49515.4,28,1993.75,17,18527.05,0,0,0,0,0,0,0,0,"Georgia",2009,"December",9.05555555555556,0,0
"678","Georgia",2009,"February",174,134930.82,97,17503.5,21,80298.94,0,0,0,0,0,0,1,32.38,"Georgia",2009,"February",13.6829268292683,0,0
"677","Georgia",2009,"January",115,1017748.5,3,5089.5,11,62471,0,0,0,0,0,0,0,0,"Georgia",2009,"January",22.4166666666667,0,0
"683","Georgia",2009,"July",134,1699739.65,20,1570.65,77,56945.8,0,0,0,0,0,0,1,19300,"Georgia",2009,"July",22.3636363636364,0,0
"682","Georgia",2009,"June",216,201558,68,3734.78,10,17460,121,1126.51,0,0,4,85.36,0,0,"Georgia",2009,"June",13.6818181818182,0,0
"679","Georgia",2009,"March",246,183743.79,13,6216,22,42781.5,0,0,1,149.29,0,0,0,0,"Georgia",2009,"March",22.4137931034483,0,0
"681","Georgia",2009,"May",397,320458.24,15,849.9,78,112721,300,2793,0,0,0,0,0,0,"Georgia",2009,"May",11.7894736842105,0,0
"687","Georgia",2009,"November",277,422617.69,1,2898,10,220212,0,0,1,4535.86,0,0,0,0,"Georgia",2009,"November",12.8947368421053,0,0
"686","Georgia",2009,"October",172,42961.28,117,10249.01,27,20510.36,0,0,5,1154.7,0,0,0,0,"Georgia",2009,"October",12.3333333333333,0,0
"685","Georgia",2009,"September",181,79892.72,58,4722,31,9840,0,0,0,0,0,0,0,0,"Georgia",2009,"September",8.5,0,0
"692","Georgia",2010,"April",286,670966.64,43,4958.09,137,135892.87,0,0,0,0,0,0,0,0,"Georgia",2010,"April",23.6153846153846,0,0
